name,processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,price(in Rp.),brand,ram_size,ram_type,processor_brand,storage_size,storage_type,cluster,cluster_label
DELL Inspiron Ryzen 7 Octa Core 5700U,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,14.0,4.5,14.0,2.0,16792209.9,Dell,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL Vostro Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,256 GB SSD,14.0,4.1,9.0,1.0,7686747.899999999,Dell,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS (2022) Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB DDR4,Windows 11,128 GB SSD,11.6,4.1,197.0,18.0,4588623.9,Asus,4,DDR4,Intel,128 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.0,4.0,0.0,14166360.9,Asus,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Infinix X1 Slim Series Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X,Windows 11,512 GB SSD,14.0,4.2,713.0,103.0,7176690.899999999,Infinix,8,LPDDR4X,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 10,256 GB SSD,14.0,5.0,4.0,0.0,7157799.899999999,Lenovo,8,DDR4,Intel,256 GB,SSD,0,General Purpose
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL G15 Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR5,Windows 11,512 GB SSD,15.6,3.8,12.0,6.0,24084135.9,Dell,16,DDR5,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
acer Predator Helios 300 Core i5 7th Gen,Intel Core i5 Processor (7th Gen),8 GB DDR4,Windows 10,1 TB HDD|128 GB SSD,15.6,4.5,3221.0,691.0,24558111.09,Acer,8,DDR4,Intel,1 TB,HDD,0,General Purpose
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
MSI Stealth Core i7 8th Gen,Intel Core i7 Processor (8th Gen),16 GB DDR4,Windows 10,512 GB SSD,15.6,4.8,5.0,1.0,35097588.9,Msi,16,DDR4,Intel,512 GB,SSD,2,High-Performance (Gaming/Editing)
DELL Vostro Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,256 GB SSD,14.96,4.2,534.0,59.0,7800093.899999999,Dell,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
DELL Inspiron Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,256 GB SSD,15.6,4.7,6.0,0.0,7308927.899999999,Dell,8,DDR4,AMD,256 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,395.0,43.0,13599630.9,Lenovo,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo Intel Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,29.0,6.0,13694085.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer aspire 5 gaming Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.7,3.0,0.0,11712231.09,Acer,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,87.0,12.0,20022570.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,43.0,7.0,11899440.9,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL Inspiron Ryzen 5 Quad Core 3450U,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,Windows 10,256 GB SSD,15.6,4.0,318.0,28.0,8064567.899999999,Dell,8,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
MSI Katana GF66 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,256.0,45.0,13977450.9,Msi,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,9991449.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL G15 Ryzen 7 Octa Core 5800H,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,5.0,1.0,17738649.0,Dell,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
MSI GF63 Thin Core i5 9th Gen,Intel Core i5 Processor (9th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,4351.0,596.0,11051046.09,Msi,8,DDR4,Intel,512 GB,SSD,0,General Purpose
HP Pavilion Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.8,10.0,0.0,9631198.53,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,280.0,21.0,10010340.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL Vostro Ryzen 5 Quad Core 3500U,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,Windows 10,512 GB SSD,14.0,4.4,17.0,2.0,8895771.9,Dell,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS ZenBook 13 Core i7 8th Gen,Intel Core i7 Processor (8th Gen),8 GB LPDDR3,Windows 10,512 GB SSD,13.3,4.3,40.0,4.0,12655080.9,Asus,8,LPDDR3,Intel,512 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,247.0,21.0,10588216.59,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4 GB DDR4,Windows 10,256 GB SSD,15.6,3.9,50.0,1.0,7594182.0,Lenovo,4,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook 14 (2022) Core i3 12th Gen,Intel Core i3 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.3,39.0,9.0,9065790.9,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer Aspire 5 Ryzen 7 Octa Core 5700U,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,5.0,3.0,0.0,11332710.9,Acer,8,DDR4,AMD,512 GB,SSD,0,General Purpose
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,1603.0,184.0,8886137.49,Lenovo,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
HP Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,283.0,17.0,9802539.9,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Inspiron Pentium Quad Core,Intel Pentium Quad Core Processor,4 GB DDR4,Windows 11,256 GB SSD,15.6,4.1,123.0,18.0,6706305.0,Dell,4,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,512 GB SSD,14.0,4.4,17.0,3.0,5382045.899999999,Hp,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Intel Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.0,123.0,15.0,12277260.9,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS ROG Core i7 7th Gen,Intel Core i7 Processor (7th Gen),8 GB DDR4,Windows 10,1 TB HDD|256 GB SSD,15.6,3.0,2.0,1.0,27673425.9,Asus,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,29.0,2.0,7688448.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer Intel EVO Swift 5 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.8,5.0,0.0,13221810.9,Acer,8,DDR4,Intel,512 GB,SSD,0,General Purpose
DELL Vostro Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,35.0,3.9,89.0,9.0,11918331.9,Dell,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
MSI Alpha 15 Ryzen 7 Octa Core 5800H,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,413.0,63.0,18700200.9,Msi,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,3.9,117.0,15.0,10935999.9,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,256 GB SSD,15.6,4.0,53.0,4.0,7724529.899999999,Dell,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Vostro Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.0,212.0,30.0,7686747.899999999,Dell,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
ASUS ExpertBook B9 Core i7 10th Gen,Intel Core i7 Processor (10th Gen),16 GB LPDDR3,Windows 10,1 TB SSD,14.0,5.0,3.0,0.0,29279160.9,Asus,16,LPDDR3,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
ASUS ZenBook Classic Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB LPDDR3,Windows 10,512 GB SSD,13.3,4.4,11.0,3.0,15110910.9,Asus,8,LPDDR3,Intel,512 GB,SSD,0,General Purpose
acer Aspire 3 Ryzen 3 Dual Core R33250U,AMD Ryzen 3 Dual Core Processor,4 GB DDR4,Windows 11,512 GB SSD,15.6,4.2,100.0,14.0,5287590.899999999,Acer,4,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Ryzen 9 Octa Core 10th Gen,AMD Ryzen 9 Octa Core Processor (10th Gen),16 GB DDR4,Windows 11,512 GB SSD,16.6,4.5,6.0,1.0,18700200.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Infinix INBook X2 Plus Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X,Windows 11,512 GB SSD,15.6,4.3,47.0,11.0,8121240.899999999,Infinix,8,LPDDR4X,Intel,512 GB,SSD,1,Budget (School/Basic Use)
DELL Inspiron Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 11,256 GB SSD,14.96,4.3,56.0,5.0,8347932.899999999,Dell,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X,Windows 11,512 GB SSD,14.0,5.0,3.0,0.0,15110910.9,Asus,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Vostro Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,14.0,4.1,105.0,10.0,8121240.899999999,Dell,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Chromebook Flip Touch Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB LPDDR4,Chrome OS,512 GB SSD,15.6,4.0,926.0,150.0,4343040.9,Asus,4,LPDDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB LPDDR5,Windows 11,512 GB SSD,14.0,4.6,43.0,9.0,20275899.21,Asus,16,LPDDR5,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4 GB DDR4,Windows 10,256 GB SSD,15.0,4.3,164.0,14.0,7365600.899999999,Lenovo,4,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
HP Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,3881.0,400.0,7176690.899999999,Hp,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,Windows 11,1 TB SSD,15.6,4.9,8.0,2.0,28523520.9,Asus,16,DDR4,AMD,1 TB,SSD,2,High-Performance (Gaming/Editing)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,145.0,21.0,14544180.9,Lenovo,8,DDR4,AMD,512 GB,SSD,0,General Purpose
HP Envy x360 Ryzen 5 Hexa Core 5600U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,13.3,4.5,13.0,0.0,14923890.0,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,1 TB HDD|256 GB SSD,15.6,4.5,1763.0,254.0,11804985.9,Lenovo,8,DDR4,AMD,1 TB,HDD,0,General Purpose
ASUS Vivobook Flip Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,3.9,12.0,1.0,15110910.9,Asus,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Infinix INBook X2 Plus Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X,Windows 11,256 GB SSD,15.6,4.2,126.0,23.0,5854320.899999999,Infinix,8,LPDDR4X,Intel,256 GB,SSD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,256 GB SSD,15.6,4.3,818.0,95.0,7082235.899999999,Lenovo,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
HP 14s Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,256 GB SSD,14.0,4.3,2959.0,316.0,7554510.899999999,Hp,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
HP HP Pavilion Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,2511.0,240.0,12655080.9,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
HP 15s Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.1,145.0,9.0,7705261.08,Hp,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD,15.6,4.3,7.0,0.0,8028675.0,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.4,502.0,47.0,11143800.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
acer Predator Helios 300 Core i7 10th Gen,Intel Core i7 Processor (10th Gen),16 GB DDR4,Windows 10,1 TB HDD|256 GB SSD,15.6,4.5,2052.0,318.0,22667310.9,Acer,16,DDR4,Intel,1 TB,HDD,3,Mid-Range (Work/Productivity)
HP Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,256 GB SSD,15.6,4.3,3881.0,400.0,7367301.09,Hp,8,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
acer Predator Helios 300 Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 10,1 TB SSD,15.6,4.3,58.0,9.0,25689870.9,Acer,16,DDR4,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
HP Chromebook Intel Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 10,1 TB SSD,14.0,4.5,571.0,73.0,16697754.9,Hp,16,DDR4,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
DELL Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR5,Windows 11,512 GB SSD,13.3,3.7,3.0,2.0,21366476.64,Dell,16,DDR5,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5,Windows 11,1 TB SSD,13.4,5.0,3.0,0.0,21722760.9,Asus,16,LPDDR5,AMD,1 TB,SSD,3,Mid-Range (Work/Productivity)
HP Pavilion Ryzen 5 Hexa Core AMD R5,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,12223.0,1239.0,10578960.0,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
Avita SATUS S111 Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB DDR4,Windows 11,128 GB SSD,14.1,3.8,689.0,92.0,3209580.9,Avita,4,DDR4,Intel,128 GB,SSD,1,Budget (School/Basic Use)
HP 14s Ryzen 3 Quad Core,AMD Ryzen 3 Quad Core Processor,8 GB DDR4,Windows 10,512 GB SSD,14.0,4.5,872.0,177.0,8482059.0,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
HP OMEN Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,16.1,4.9,11.0,0.0,18700200.9,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Infinix X1 Slim Series Core i7 10th Gen,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X,Windows 11,512 GB SSD,14.0,3.7,114.0,27.0,8876880.9,Infinix,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,191.0,20.0,11427165.9,Lenovo,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS ExpertBook P1 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 10,1 TB HDD,14.0,3.9,10.0,0.0,11804985.9,Asus,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo Athlon Dual Core 3050U,AMD Athlon Dual Core Processor,4 GB DDR4,Windows 10,256 GB SSD,14.0,4.1,14.0,1.0,3965220.9,Lenovo,4,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.4,2836.0,401.0,7932330.899999999,Asus,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
MSI Core i7 11th Gen,Intel Core i7 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,1006.0,101.0,14449725.9,Msi,8,DDR4,Intel,512 GB,SSD,0,General Purpose
DELL Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.2,913.0,107.0,8102349.899999999,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
DELL Inspiron Ryzen 5 Quad Core 3450U,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,Windows 11,512 GB SSD,15.6,3.9,125.0,13.0,9424719.9,Dell,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
HP Pavilion Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,3.8,21.0,4.0,13127355.9,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
MSI Crosshair 15 Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR4,Windows 11,1 TB SSD,15.6,4.4,40.0,7.0,20967120.9,Msi,16,DDR4,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
